,0
655,-0.609375
656,-0.875
657,-0.734375
658,-0.5625
659,-0.546875
660,-0.5625
661,-0.671875
662,-0.796875
663,-0.59375
664,-0.5
665,-0.609375
666,-0.5
667,-0.453125
668,-0.4375
669,-0.46875
670,-0.5
671,-0.6875
672,-0.578125
673,-0.640625
674,-0.578125
675,-0.6875
676,-0.6875
677,-0.640625
678,-0.65625
679,-0.515625
680,-0.546875
681,-0.59375
682,-0.78125
683,-0.53125
684,-0.484375
685,-0.296875
686,-0.46875
687,-0.671875
688,-0.53125
689,-0.59375
690,-0.46875
691,-0.484375
692,-0.65625
693,-0.515625
694,-0.609375
695,-0.40625
696,-0.546875
697,-0.359375
698,-0.5
699,-0.734375
700,-0.65625
701,-0.515625
702,-0.609375
703,-0.59375
704,-0.65625
705,-0.484375
706,-0.625
707,-0.375
708,-0.546875
709,-0.609375
710,-0.640625
711,-0.609375
712,-0.671875
713,-0.453125
714,-0.578125
715,-0.734375
716,-0.734375
717,-0.890625
718,-0.5625
719,-0.625
720,-0.5
721,-0.5625
722,-0.75
723,-0.75
724,-0.5
725,-0.578125
726,-0.46875
727,-0.65625
728,-0.671875
729,-0.765625
730,-0.734375
731,-0.609375
732,-0.59375
733,-0.6875
734,-0.625
735,-0.78125
736,-0.671875
737,-0.828125
738,-0.96875
739,-1.125
740,-1.03125
741,-0.984375
742,-0.984375
743,-1.203125
744,-1.46875
745,-1.6875
746,-1.828125
747,-1.71875
748,-2.0625
749,-2.21875
750,-2.5
751,-2.640625
752,-2.96875
753,-3.046875
754,-3.265625
755,-3.40625
756,-3.953125
757,-4.15625
758,-4.59375
759,-4.4375
760,-4.875
761,-5.21875
762,-5.171875
763,-5.59375
764,-5.9375
765,-6.34375
766,-6.46875
767,-6.6875
768,-6.875
769,-7.078125
770,-7.21875
771,-7.578125
772,-7.640625
773,-7.984375
774,-8.203125
775,-8.296875
776,-8.53125
777,-8.75
778,-8.75
779,-9.125
780,-8.984375
781,-9.09375
782,-9.515625
783,-9.46875
784,-9.59375
785,-9.796875
786,-9.859375
787,-9.828125
788,-9.9375
789,-9.890625
790,-9.765625
791,-10.40625
792,-10.03125
793,-10.140625
794,-10.359375
795,-10.0625
796,-10.296875
797,-9.921875
798,-10.25
799,-10.0
800,-10.1875
801,-10.28125
802,-10.171875
803,-10.265625
804,-10.359375
805,-10.328125
806,-10.734375
807,-10.703125
808,-10.5
809,-10.609375
810,-10.5625
811,-10.53125
812,-10.734375
813,-10.703125
814,-10.390625
815,-10.4375
816,-10.375
817,-10.515625
818,-10.359375
819,-10.515625
820,-10.375
821,-10.828125
822,-10.8125
823,-10.484375
824,-10.71875
825,-10.578125
826,-10.6875
827,-10.640625
828,-10.484375
829,-10.703125
830,-10.5
831,-10.546875
832,-10.59375
833,-10.796875
834,-10.71875
835,-10.53125
836,-10.609375
837,-10.640625
838,-10.28125
839,-10.265625
840,-10.421875
841,-10.453125
842,-10.625
843,-10.84375
844,-10.53125
845,-10.40625
846,-10.421875
847,-10.328125
848,-10.453125
849,-10.125
850,-10.09375
851,-10.140625
852,-10.109375
853,-9.578125
854,-9.640625
855,-9.859375
856,-9.75
857,-9.703125
858,-9.53125
859,-9.96875
860,-9.953125
861,-10.0625
862,-10.0
863,-10.125
864,-9.9375
865,-9.796875
866,-10.03125
867,-10.078125
868,-10.0
869,-9.9375
870,-10.0625
871,-10.125
872,-10.140625
873,-10.15625
874,-9.984375
875,-9.765625
876,-10.09375
877,-10.21875
878,-10.421875
879,-10.421875
880,-10.15625
881,-10.46875
882,-10.546875
883,-10.65625
884,-10.640625
885,-10.90625
886,-10.734375
887,-10.5625
888,-10.6875
889,-10.78125
890,-10.84375
891,-10.5625
892,-10.5625
893,-10.59375
894,-10.625
895,-10.546875
896,-10.71875
897,-10.71875
898,-10.609375
899,-10.484375
900,-10.71875
901,-10.65625
902,-10.484375
903,-10.484375
904,-10.296875
905,-10.234375
906,-10.375
907,-10.328125
908,-10.234375
909,-10.234375
910,-10.203125
911,-10.390625
912,-10.59375
913,-10.59375
914,-10.765625
915,-10.65625
916,-10.796875
917,-10.734375
918,-10.90625
919,-10.96875
920,-10.859375
921,-10.890625
922,-11.140625
923,-11.21875
924,-11.234375
925,-11.390625
926,-11.5625
927,-11.828125
928,-11.71875
929,-11.671875
930,-11.625
931,-11.84375
932,-11.65625
933,-11.78125
934,-12.015625
935,-11.9375
936,-11.96875
937,-11.796875
938,-11.78125
939,-11.859375
940,-11.828125
941,-11.8125
942,-11.828125
943,-11.796875
944,-11.71875
945,-11.671875
946,-11.625
947,-11.734375
948,-11.625
949,-11.65625
950,-11.546875
951,-11.65625
952,-11.8125
953,-11.90625
954,-11.75
955,-11.796875
956,-11.734375
957,-11.4375
958,-11.375
959,-11.265625
960,-11.5625
961,-11.59375
962,-11.765625
963,-11.75
964,-11.71875
965,-11.65625
966,-11.53125
967,-11.703125
968,-11.703125
969,-11.796875
970,-12.046875
971,-11.9375
972,-11.953125
973,-12.0625
974,-12.109375
975,-12.03125
976,-12.296875
977,-12.296875
978,-12.21875
979,-12.265625
980,-12.34375
981,-12.390625
982,-12.546875
983,-12.34375
984,-12.328125
985,-12.4375
986,-12.65625
987,-12.515625
988,-12.40625
989,-12.625
990,-12.4375
991,-12.328125
992,-12.21875
993,-12.359375
994,-12.34375
995,-12.390625
996,-12.59375
997,-12.71875
998,-12.671875
999,-12.71875
1000,-12.671875
1001,-12.78125
1002,-12.625
1003,-12.78125
1004,-12.984375
1005,-12.8125
1006,-12.875
1007,-12.90625
1008,-12.796875
1009,-12.96875
1010,-12.875
1011,-12.984375
1012,-12.9375
1013,-13.125
1014,-13.0
1015,-13.109375
1016,-13.09375
1017,-12.828125
1018,-12.796875
1019,-12.890625
1020,-13.015625
1021,-12.9375
1022,-13.328125
1023,-13.375
1024,-13.375
1025,-13.265625
1026,-13.546875
1027,-13.5625
1028,-13.59375
1029,-13.578125
1030,-13.5625
1031,-13.375
1032,-13.59375
1033,-13.53125
1034,-13.453125
1035,-13.421875
1036,-13.453125
1037,-13.75
1038,-13.53125
1039,-13.859375
1040,-13.875
1041,-13.5625
1042,-13.90625
1043,-13.59375
1044,-13.625
1045,-13.453125
1046,-13.65625
1047,-13.765625
1048,-13.828125
1049,-14.0
1050,-14.0
1051,-13.96875
1052,-14.0625
1053,-14.234375
1054,-13.859375
1055,-14.046875
1056,-13.875
1057,-14.03125
1058,-13.84375
1059,-13.84375
1060,-13.65625
1061,-13.84375
1062,-14.03125
1063,-14.1875
1064,-14.09375
1065,-14.203125
1066,-14.390625
1067,-14.25
1068,-14.09375
1069,-14.09375
1070,-14.21875
1071,-13.859375
1072,-14.0
1073,-14.3125
1074,-14.1875
1075,-14.375
1076,-14.6875
1077,-14.734375
1078,-14.71875
1079,-14.71875
1080,-14.578125
1081,-14.53125
1082,-14.484375
1083,-14.609375
1084,-14.625
1085,-14.59375
1086,-14.96875
1087,-14.796875
1088,-14.71875
1089,-14.578125
1090,-14.609375
1091,-14.515625
1092,-14.6875
1093,-14.625
1094,-14.59375
1095,-14.625
1096,-14.65625
1097,-14.625
1098,-14.625
1099,-14.65625
1100,-14.90625
1101,-14.875
1102,-14.921875
1103,-15.03125
1104,-14.890625
1105,-14.578125
1106,-14.625
1107,-14.84375
1108,-14.6875
1109,-14.546875
1110,-14.640625
1111,-14.4375
1112,-14.5625
1113,-14.640625
1114,-14.5625
1115,-14.59375
1116,-14.5625
1117,-14.515625
1118,-14.5
1119,-14.59375
1120,-14.828125
1121,-14.890625
1122,-14.671875
1123,-14.828125
1124,-14.796875
1125,-14.734375
1126,-14.921875
1127,-14.8125
1128,-14.96875
1129,-15.0
1130,-14.96875
1131,-14.9375
1132,-14.828125
1133,-14.640625
1134,-14.59375
1135,-14.71875
1136,-14.71875
1137,-14.890625
1138,-14.90625
1139,-14.75
1140,-14.75
1141,-15.0
1142,-14.875
1143,-15.078125
1144,-15.21875
1145,-15.234375
1146,-15.34375
1147,-15.140625
1148,-15.21875
1149,-15.421875
1150,-15.34375
1151,-15.265625
1152,-15.234375
1153,-15.265625
1154,-15.609375
1155,-15.453125
1156,-15.453125
1157,-15.5
1158,-15.3125
1159,-15.5625
1160,-15.390625
1161,-15.296875
1162,-15.40625
1163,-15.625
1164,-15.625
1165,-15.8125
1166,-15.96875
1167,-15.84375
1168,-15.859375
1169,-15.8125
1170,-15.921875
1171,-15.953125
1172,-15.96875
1173,-15.859375
1174,-15.734375
1175,-15.6875
1176,-15.796875
1177,-15.578125
1178,-15.59375
1179,-15.640625
1180,-15.78125
1181,-15.578125
1182,-15.640625
1183,-15.765625
1184,-15.703125
1185,-15.765625
1186,-15.703125
1187,-15.6875
1188,-15.765625
1189,-15.890625
1190,-15.84375
1191,-15.65625
1192,-15.75
1193,-15.859375
1194,-15.734375
1195,-15.75
1196,-15.6875
1197,-15.71875
1198,-15.640625
1199,-15.625
1200,-15.609375
1201,-15.703125
1202,-15.6875
1203,-15.765625
1204,-15.828125
1205,-15.921875
1206,-16.078125
1207,-16.125
1208,-15.953125
1209,-15.9375
1210,-16.0
1211,-16.1875
1212,-16.0
1213,-16.015625
1214,-15.921875
1215,-15.96875
1216,-16.015625
1217,-15.796875
1218,-15.875
1219,-16.015625
1220,-16.109375
1221,-15.828125
1222,-15.9375
1223,-16.0625
1224,-16.109375
1225,-16.03125
1226,-15.984375
1227,-16.078125
1228,-16.171875
1229,-16.265625
1230,-16.234375
1231,-16.453125
1232,-16.28125
1233,-16.3125
1234,-16.078125
1235,-16.09375
1236,-15.953125
1237,-15.78125
1238,-15.984375
1239,-15.84375
1240,-15.9375
1241,-16.203125
1242,-16.296875
1243,-16.25
1244,-16.34375
1245,-16.015625
1246,-16.03125
1247,-16.125
1248,-16.1875
1249,-16.5625
1250,-16.375
1251,-16.515625
1252,-16.359375
1253,-16.453125
1254,-16.46875
1255,-16.40625
1256,-16.265625
1257,-16.3125
1258,-16.359375
1259,-16.15625
1260,-16.15625
1261,-15.875
1262,-15.9375
1263,-15.953125
1264,-15.984375
1265,-16.140625
1266,-16.15625
1267,-16.03125
1268,-16.0625
1269,-16.140625
1270,-15.90625
1271,-16.125
1272,-15.96875
1273,-15.890625
1274,-15.765625
1275,-15.59375
1276,-15.65625
1277,-15.96875
1278,-16.078125
1279,-15.921875
1280,-15.8125
1281,-15.546875
1282,-15.671875
1283,-15.46875
1284,-15.4375
1285,-15.6875
1286,-15.578125
1287,-15.5
1288,-15.765625
1289,-15.609375
1290,-15.453125
1291,-15.578125
1292,-15.5
1293,-15.546875
1294,-15.609375
1295,-15.4375
1296,-15.65625
1297,-15.53125
1298,-15.578125
1299,-15.5625
1300,-15.71875
1301,-15.59375
1302,-15.625
1303,-15.40625
1304,-15.5625
1305,-15.390625
1306,-15.3125
1307,-15.6875
1308,-15.625
1309,-15.484375
1310,-15.515625
1311,-15.515625
1312,-15.5625
1313,-15.59375
1314,-15.59375
1315,-15.578125
1316,-15.46875
1317,-15.359375
1318,-15.375
1319,-15.28125
1320,-15.296875
1321,-15.4375
1322,-15.59375
1323,-15.75
1324,-15.71875
1325,-15.890625
1326,-15.671875
1327,-15.859375
1328,-15.359375
1329,-15.328125
1330,-15.484375
1331,-15.5625
1332,-15.21875
1333,-15.234375
1334,-15.3125
1335,-15.390625
1336,-15.359375
1337,-15.453125
1338,-15.46875
1339,-15.296875
1340,-15.328125
1341,-15.453125
1342,-15.390625
1343,-15.28125
1344,-15.359375
1345,-15.359375
1346,-15.28125
1347,-15.375
1348,-15.390625
1349,-15.40625
1350,-15.40625
1351,-15.5625
1352,-15.359375
1353,-15.28125
1354,-15.3125
1355,-15.328125
1356,-15.484375
1357,-15.296875
1358,-15.28125
1359,-15.078125
1360,-15.609375
1361,-15.375
1362,-15.359375
1363,-15.171875
1364,-15.625
1365,-15.765625
1366,-15.640625
1367,-15.34375
1368,-15.421875
1369,-15.546875
1370,-15.46875
1371,-15.59375
1372,-15.53125
1373,-15.578125
1374,-15.46875
1375,-15.671875
1376,-15.4375
1377,-15.390625
1378,-15.46875
1379,-15.15625
1380,-15.4375
1381,-15.34375
1382,-15.203125
1383,-15.28125
1384,-15.28125
1385,-15.3125
1386,-15.265625
1387,-15.078125
1388,-14.90625
1389,-15.140625
1390,-15.140625
1391,-15.25
1392,-15.171875
1393,-15.1875
1394,-15.3125
1395,-15.296875
1396,-15.09375
1397,-14.9375
1398,-15.109375
1399,-15.53125
1400,-15.390625
1401,-15.203125
1402,-15.234375
1403,-15.046875
1404,-14.921875
1405,-14.828125
1406,-14.921875
1407,-14.90625
1408,-15.03125
1409,-15.03125
1410,-14.921875
1411,-15.203125
1412,-14.90625
1413,-14.765625
1414,-14.921875
1415,-14.984375
1416,-14.90625
1417,-15.125
1418,-15.078125
1419,-15.15625
1420,-15.125
1421,-15.0625
1422,-15.109375
1423,-15.015625
1424,-14.953125
1425,-15.296875
1426,-14.953125
1427,-15.328125
1428,-15.140625
1429,-15.328125
1430,-15.171875
1431,-15.09375
1432,-15.015625
1433,-15.078125
1434,-15.203125
1435,-15.28125
1436,-15.296875
1437,-15.34375
1438,-15.34375
1439,-15.015625
1440,-15.015625
1441,-15.1875
1442,-15.125
1443,-15.046875
1444,-15.21875
1445,-15.28125
1446,-15.53125
1447,-15.25
1448,-15.34375
1449,-15.15625
1450,-15.21875
1451,-14.96875
1452,-15.125
1453,-15.0625
1454,-14.96875
1455,-15.109375
1456,-15.171875
1457,-14.953125
1458,-14.96875
1459,-14.8125
1460,-14.890625
1461,-14.703125
1462,-14.765625
1463,-14.90625
1464,-14.984375
1465,-14.96875
1466,-14.796875
1467,-14.734375
1468,-15.046875
1469,-14.890625
1470,-14.953125
1471,-15.1875
1472,-15.203125
1473,-15.21875
1474,-15.0625
1475,-15.28125
1476,-15.46875
1477,-15.296875
1478,-15.171875
1479,-15.40625
1480,-15.21875
1481,-15.265625
1482,-15.15625
1483,-15.28125
1484,-15.125
1485,-15.140625
1486,-15.359375
1487,-15.09375
1488,-15.1875
1489,-15.109375
1490,-15.25
1491,-15.21875
1492,-15.1875
1493,-15.359375
1494,-15.1875
1495,-15.046875
1496,-15.09375
1497,-15.140625
1498,-15.21875
1499,-15.296875
1500,-14.9375
1501,-15.09375
1502,-14.96875
1503,-15.046875
1504,-15.171875
1505,-14.96875
1506,-15.0625
1507,-15.046875
1508,-14.625
1509,-14.796875
1510,-14.75
1511,-14.484375
1512,-14.5625
1513,-14.3125
1514,-14.34375
1515,-14.375
1516,-14.140625
1517,-13.890625
1518,-13.625
1519,-13.578125
1520,-13.125
1521,-12.84375
1522,-12.5625
1523,-12.203125
1524,-11.90625
1525,-11.640625
1526,-11.359375
1527,-11.140625
1528,-10.84375
1529,-10.46875
1530,-10.25
1531,-9.828125
1532,-9.515625
1533,-9.078125
1534,-8.46875
1535,-8.1875
1536,-7.734375
1537,-7.640625
1538,-7.390625
1539,-6.765625
1540,-6.5625
1541,-6.296875
1542,-5.65625
1543,-5.453125
1544,-5.21875
1545,-5.296875
1546,-4.875
1547,-4.40625
1548,-4.359375
1549,-4.078125
1550,-3.921875
1551,-3.734375
1552,-3.796875
1553,-3.734375
1554,-3.640625
1555,-3.4375
1556,-3.421875
1557,-3.171875
1558,-3.125
1559,-3.0
1560,-2.828125
1561,-2.8125
1562,-2.609375
1563,-2.515625
1564,-2.578125
1565,-2.703125
1566,-2.890625
1567,-2.8125
1568,-2.71875
1569,-2.34375
1570,-2.296875
1571,-2.296875
1572,-2.203125
1573,-1.984375
1574,-2.25
1575,-2.171875
1576,-2.09375
1577,-1.828125
1578,-1.9375
1579,-1.9375
1580,-1.890625
1581,-1.9375
1582,-1.921875
1583,-1.828125
1584,-1.734375
1585,-1.734375
1586,-1.65625
1587,-1.65625
1588,-1.59375
1589,-1.828125
1590,-1.84375
1591,-1.546875
1592,-1.5625
1593,-1.4375
1594,-1.421875
1595,-1.5625
1596,-1.625
1597,-1.546875
1598,-1.4375
1599,-1.359375
1600,-1.140625
1601,-1.234375
1602,-1.171875
1603,-1.21875
1604,-1.3125
1605,-1.453125
1606,-1.359375
1607,-1.359375
1608,-1.25
1609,-1.25
1610,-1.375
1611,-1.34375
1612,-1.28125
1613,-1.203125
1614,-1.1875
1615,-1.078125
1616,-1.1875
1617,-1.21875
1618,-1.078125
1619,-1.015625
1620,-1.0
1621,-0.796875
1622,-0.890625
1623,-1.078125
1624,-1.125
1625,-1.125
1626,-1.140625
1627,-0.890625
1628,-0.921875
1629,-1.0
1630,-0.875
1631,-0.859375
1632,-1.015625
1633,-1.046875
1634,-1.1875
1635,-1.015625
1636,-1.078125
1637,-0.9375
1638,-1.03125
1639,-1.09375
1640,-1.125
1641,-1.28125
1642,-1.015625
1643,-0.90625
1644,-1.109375
1645,-0.890625
1646,-0.9375
1647,-1.0
1648,-0.984375
1649,-0.703125
1650,-0.90625
1651,-1.078125
1652,-0.875
1653,-0.96875
1654,-0.828125
1655,-0.734375
1656,-0.671875
1657,-0.734375
1658,-0.84375
1659,-0.90625
1660,-0.75
1661,-0.6875
1662,-0.8125
1663,-0.796875
1664,-0.890625
1665,-0.8125
1666,-0.796875
1667,-0.75
1668,-0.625
1669,-0.890625
1670,-0.640625
1671,-0.6875
1672,-0.671875
1673,-0.453125
1674,-0.46875
1675,-0.71875
1676,-0.421875
1677,-0.703125
1678,-0.609375
1679,-0.65625
1680,-0.546875
1681,-0.828125
1682,-0.640625
1683,-0.625
1684,-0.921875
1685,-0.78125
1686,-0.765625
1687,-0.9375
1688,-0.875
1689,-0.9375
1690,-0.75
1691,-0.953125
1692,-1.125
