,0
1693,-0.984375
1694,-0.953125
1695,-0.6875
1696,-0.65625
1697,-0.6875
1698,-0.5
1699,-0.796875
1700,-0.671875
1701,-0.625
1702,-0.6875
1703,-0.515625
1704,-0.5625
1705,-0.671875
1706,-0.671875
1707,-0.46875
1708,-0.640625
1709,-0.625
1710,-0.625
1711,-0.65625
1712,-0.578125
1713,-0.796875
1714,-0.765625
1715,-0.75
1716,-0.625
1717,-0.4375
1718,-0.625
1719,-0.515625
1720,-0.546875
1721,-0.59375
1722,-0.5625
1723,-0.375
1724,-0.09375
1725,-0.328125
1726,-0.25
1727,-0.6875
1728,-0.65625
1729,-0.625
1730,-0.6875
1731,-0.53125
1732,-0.515625
1733,-0.578125
1734,-0.6875
1735,-0.65625
1736,-0.59375
1737,-0.484375
1738,-0.515625
1739,-0.625
1740,-0.625
1741,-0.53125
1742,-0.609375
1743,-0.59375
1744,-0.625
1745,-0.453125
1746,-0.640625
1747,-0.46875
1748,-0.578125
1749,-0.53125
1750,-0.4375
1751,-0.515625
1752,-0.46875
1753,-0.359375
1754,-0.59375
1755,-0.453125
1756,-0.609375
1757,-0.390625
1758,-0.59375
1759,-0.484375
1760,-0.53125
1761,-0.453125
1762,-0.546875
1763,-0.5625
1764,-0.71875
1765,-0.5625
1766,-0.5
1767,-0.390625
1768,-0.578125
1769,-0.84375
1770,-0.75
1771,-0.53125
1772,-0.609375
1773,-0.65625
1774,-0.5
1775,-0.578125
1776,-0.421875
1777,-0.359375
1778,-0.328125
1779,-0.5625
1780,-0.40625
1781,-0.75
1782,-0.5625
1783,-0.5
1784,-0.484375
1785,-0.4375
1786,-0.53125
1787,-0.609375
1788,-0.46875
1789,-0.46875
1790,-0.640625
1791,-0.296875
1792,-0.296875
1793,-0.53125
1794,-0.40625
1795,-0.53125
1796,-0.5
1797,-0.4375
1798,-0.453125
1799,-0.578125
1800,-0.4375
1801,-0.140625
1802,-0.296875
1803,-0.484375
1804,-0.296875
1805,-0.5625
1806,-0.390625
1807,-0.46875
1808,-0.359375
1809,-0.484375
1810,-0.59375
1811,-0.34375
1812,-0.421875
1813,-0.453125
1814,-0.484375
1815,-0.453125
1816,-0.46875
1817,-0.5
1818,-0.359375
1819,-0.40625
1820,-0.453125
1821,-0.5625
1822,-0.25
1823,-0.609375
1824,-0.546875
1825,-0.59375
1826,-0.625
1827,-0.328125
1828,-0.25
1829,-0.484375
1830,-0.4375
1831,-0.359375
1832,-0.5625
1833,-0.59375
1834,-0.484375
1835,-0.390625
1836,-0.421875
1837,-0.171875
1838,-0.515625
1839,-0.328125
1840,-0.671875
1841,-0.46875
1842,-0.25
1843,-0.40625
1844,-0.40625
1845,-0.25
1846,-0.5625
1847,-0.5625
1848,-0.484375
1849,-0.515625
1850,-0.375
1851,-0.125
1852,-0.3125
1853,-0.296875
1854,-0.453125
1855,-0.21875
1856,-0.3125
1857,-0.171875
1858,-0.25
1859,-0.390625
1860,-0.515625
1861,-0.3125
1862,-0.328125
1863,-0.703125
1864,-0.34375
1865,-0.1875
1866,-0.328125
1867,-0.5625
1868,-0.421875
1869,-0.46875
1870,-0.328125
1871,-0.296875
1872,-0.359375
1873,-0.40625
1874,-0.375
1875,-0.328125
1876,-0.421875
1877,-0.359375
1878,-0.15625
1879,-0.265625
1880,-0.4375
1881,-0.3125
1882,-0.484375
1883,-0.4375
1884,-0.484375
1885,-0.390625
1886,-0.296875
1887,-0.46875
1888,-0.4375
1889,-0.3125
1890,-0.4375
1891,-0.375
1892,-0.25
1893,-0.359375
1894,-0.21875
1895,0.140625
1896,-0.09375
1897,-0.390625
1898,-0.28125
1899,-0.265625
1900,-0.421875
1901,-0.234375
1902,-0.625
1903,-0.4375
1904,-0.328125
1905,-0.46875
1906,-0.296875
1907,-0.359375
1908,-0.234375
1909,-0.3125
1910,-0.328125
1911,-0.359375
1912,-0.296875
1913,-0.546875
1914,-0.40625
1915,-0.671875
1916,-0.3125
1917,-0.4375
1918,-0.3125
1919,-0.53125
1920,-0.328125
1921,-0.375
1922,-0.21875
1923,-0.390625
1924,-0.265625
1925,-0.15625
1926,-0.515625
1927,-0.5625
1928,-0.34375
1929,-0.4375
1930,-0.296875
1931,-0.140625
1932,-0.3125
1933,-0.4375
1934,0.0625
1935,-0.203125
1936,-0.21875
1937,-0.0625
1938,-0.265625
1939,-0.40625
1940,-0.375
1941,-0.375
1942,-0.34375
1943,-0.171875
1944,-0.25
1945,-0.109375
1946,0.0625
1947,-0.171875
1948,-0.34375
1949,-0.265625
1950,-0.5
1951,-0.25
1952,-0.234375
1953,-0.34375
1954,-0.328125
1955,-0.171875
1956,-0.4375
1957,-0.40625
1958,-0.09375
1959,-0.21875
1960,-0.375
1961,-0.125
1962,-0.40625
1963,-0.4375
1964,-0.171875
1965,-0.34375
1966,-0.546875
1967,-0.328125
1968,-0.421875
1969,-0.328125
1970,-0.46875
1971,-0.375
1972,-0.453125
1973,-0.203125
1974,-0.265625
1975,-0.328125
1976,-0.359375
1977,-0.015625
1978,-0.5
1979,-0.234375
1980,-0.4375
1981,-0.34375
1982,-0.25
1983,-0.109375
1984,-0.21875
1985,-0.34375
1986,-0.21875
1987,-0.390625
1988,-0.15625
1989,-0.34375
1990,-0.265625
1991,-0.140625
1992,-0.1875
1993,-0.296875
1994,-0.234375
1995,-0.125
1996,-0.328125
1997,-0.1875
1998,-0.203125
1999,-0.296875
2000,-0.03125
2001,-0.328125
2002,-0.28125
2003,-0.171875
2004,-0.0625
2005,-0.296875
2006,-0.296875
2007,-0.125
2008,-0.09375
2009,-0.4375
2010,-0.140625
2011,-0.078125
2012,0.0
2013,-0.296875
2014,-0.15625
2015,-0.25
2016,-0.390625
2017,-0.203125
2018,-0.171875
2019,-0.171875
2020,-0.328125
2021,-0.1875
2022,-0.3125
2023,-0.4375
2024,-0.46875
2025,-0.4375
2026,-0.40625
2027,-0.34375
2028,-0.265625
2029,-0.1875
2030,-0.1875
2031,-0.15625
2032,-0.171875
2033,-0.15625
2034,-0.03125
2035,-0.171875
2036,-0.1875
2037,-0.140625
2038,-0.03125
2039,-0.28125
2040,-0.3125
2041,-0.09375
2042,-0.109375
2043,-0.421875
2044,-0.1875
2045,0.015625
2046,-0.171875
2047,-0.203125
2048,-0.03125
2049,-0.03125
2050,-0.28125
2051,-0.125
2052,-0.109375
2053,-0.1875
2054,-0.234375
2055,-0.0625
2056,0.015625
2057,0.015625
2058,0.0625
2059,-0.046875
2060,-0.1875
2061,-0.171875
2062,-0.09375
2063,-0.375
2064,-0.3125
2065,-0.15625
2066,-0.25
2067,-0.21875
2068,-0.109375
2069,-0.1875
2070,-0.40625
2071,-0.296875
2072,-0.125
2073,-0.4375
2074,-0.25
2075,-0.140625
2076,-0.296875
2077,-0.21875
2078,-0.171875
2079,-0.296875
2080,-0.25
2081,-0.40625
2082,-0.234375
2083,-0.453125
2084,-0.4375
2085,-0.09375
2086,-0.140625
2087,-0.359375
2088,-0.25
2089,-0.21875
2090,-0.171875
2091,-0.34375
2092,-0.125
2093,-0.328125
2094,-0.234375
2095,-0.125
2096,-0.15625
2097,-0.171875
2098,-0.09375
2099,0.015625
2100,-0.1875
2101,-0.171875
2102,-0.125
2103,-0.1875
2104,-0.25
2105,-0.046875
2106,-0.3125
2107,-0.25
2108,-0.234375
2109,-0.203125
2110,-0.25
2111,-0.3125
2112,-0.40625
2113,-0.296875
2114,-0.328125
2115,-0.046875
2116,-0.0625
2117,-0.375
2118,-0.265625
2119,0.015625
2120,-0.203125
2121,-0.171875
2122,-0.234375
2123,-0.25
2124,-0.203125
2125,-0.109375
2126,-0.265625
2127,-0.109375
2128,-0.296875
2129,-0.421875
2130,-0.3125
2131,-0.328125
2132,-0.21875
2133,-0.40625
2134,-0.296875
2135,-0.171875
2136,-0.0625
2137,-0.21875
2138,-0.125
2139,-0.09375
2140,-0.21875
2141,-0.078125
2142,-0.34375
2143,-0.03125
2144,-0.15625
2145,0.015625
2146,0.046875
2147,-0.203125
2148,-0.296875
2149,-0.359375
2150,-0.40625
2151,-0.515625
2152,-0.21875
2153,-0.171875
2154,-0.296875
2155,-0.140625
2156,-0.265625
2157,-0.109375
2158,-0.265625
2159,-0.265625
2160,-0.1875
2161,-0.078125
2162,-0.1875
2163,-0.15625
2164,-0.328125
2165,-0.03125
2166,-0.046875
2167,-0.109375
2168,-0.1875
2169,-0.234375
2170,-0.203125
2171,-0.28125
2172,-0.15625
2173,-0.28125
2174,-0.125
2175,-0.140625
2176,-0.09375
2177,-0.21875
2178,-0.34375
2179,-0.1875
2180,-0.03125
2181,0.15625
2182,0.140625
2183,0.046875
2184,-0.03125
2185,-0.328125
2186,-0.203125
2187,-0.109375
2188,-0.0625
2189,-0.265625
2190,-0.015625
2191,-0.1875
2192,-0.171875
2193,-0.21875
2194,-0.1875
2195,-0.25
2196,-0.03125
2197,-0.09375
2198,-0.28125
2199,-0.34375
2200,-0.25
2201,-0.1875
2202,-0.109375
2203,-0.15625
2204,-0.03125
2205,-0.15625
2206,-0.03125
2207,-0.21875
2208,-0.15625
2209,-0.078125
2210,-0.046875
2211,-0.203125
2212,-0.28125
2213,-0.234375
2214,-0.203125
2215,-0.203125
2216,-0.171875
2217,-0.140625
2218,-0.09375
2219,-0.265625
2220,-0.328125
2221,-0.15625
2222,-0.140625
2223,-0.203125
2224,-0.15625
2225,-0.078125
2226,-0.15625
2227,-0.203125
2228,-0.171875
2229,-0.296875
2230,-0.015625
2231,0.015625
2232,-0.09375
2233,-0.15625
2234,-0.28125
2235,-0.125
2236,-0.25
2237,-0.15625
2238,-0.15625
2239,-0.03125
2240,-0.0625
2241,-0.125
2242,-0.140625
2243,0.0
2244,-0.015625
2245,-0.109375
2246,-0.171875
2247,-0.21875
2248,-0.21875
2249,-0.078125
2250,-0.28125
2251,-0.0625
2252,-0.125
2253,-0.25
2254,-0.328125
2255,-0.078125
2256,-0.3125
2257,-0.09375
2258,-0.046875
2259,-0.140625
2260,-0.25
2261,-0.265625
2262,-0.34375
2263,-0.4375
2264,-0.34375
2265,-0.203125
2266,0.03125
2267,-0.09375
2268,-0.0625
2269,-0.15625
2270,-0.09375
2271,-0.203125
2272,-0.171875
2273,-0.203125
2274,-0.140625
2275,-0.0625
2276,-0.15625
2277,-0.25
2278,-0.171875
2279,-0.1875
2280,-0.046875
2281,-0.046875
2282,0.046875
2283,-0.171875
2284,-0.171875
2285,-0.203125
2286,-0.1875
2287,-0.28125
2288,-0.203125
2289,-0.65625
2290,-0.984375
2291,-0.828125
2292,-0.984375
2293,-0.890625
2294,-1.078125
2295,-1.140625
2296,-1.40625
2297,-1.546875
2298,-2.09375
2299,-2.328125
2300,-2.390625
2301,-2.59375
2302,-2.90625
2303,-3.203125
2304,-3.4375
2305,-3.84375
2306,-3.8125
2307,-4.3125
2308,-4.53125
2309,-4.8125
2310,-5.125
2311,-5.484375
2312,-5.96875
2313,-6.28125
2314,-6.5625
2315,-6.921875
2316,-7.125
2317,-7.546875
2318,-7.71875
2319,-8.34375
2320,-8.515625
2321,-8.5625
2322,-8.578125
2323,-8.84375
2324,-9.328125
2325,-9.859375
2326,-9.828125
2327,-10.109375
2328,-10.515625
2329,-10.71875
2330,-10.859375
2331,-10.984375
2332,-11.359375
2333,-11.53125
2334,-11.6875
2335,-11.78125
2336,-12.078125
2337,-12.078125
2338,-12.515625
2339,-12.453125
2340,-12.5
2341,-12.546875
2342,-12.71875
2343,-12.71875
2344,-12.984375
2345,-13.046875
2346,-13.15625
2347,-12.96875
2348,-13.4375
2349,-13.375
2350,-13.59375
2351,-13.328125
2352,-13.578125
2353,-13.671875
2354,-13.90625
2355,-13.9375
2356,-13.71875
2357,-13.71875
2358,-13.890625
2359,-14.0625
2360,-13.796875
2361,-14.0625
2362,-13.828125
2363,-13.96875
2364,-13.96875
2365,-13.984375
2366,-14.1875
2367,-14.03125
2368,-14.171875
2369,-14.125
2370,-14.046875
2371,-14.15625
2372,-14.21875
2373,-14.4375
2374,-14.375
2375,-14.5
2376,-14.296875
2377,-14.359375
2378,-14.3125
2379,-14.65625
2380,-14.296875
2381,-14.203125
2382,-14.25
2383,-14.34375
2384,-14.375
2385,-14.421875
2386,-14.3125
2387,-14.484375
2388,-14.640625
2389,-14.453125
2390,-14.59375
2391,-14.578125
2392,-14.671875
2393,-14.609375
2394,-14.859375
2395,-14.5625
2396,-14.453125
2397,-14.609375
2398,-14.46875
2399,-14.59375
2400,-14.109375
2401,-14.296875
2402,-14.34375
2403,-14.578125
2404,-14.53125
2405,-14.25
2406,-14.375
2407,-14.34375
2408,-14.4375
2409,-14.25
2410,-14.421875
2411,-14.28125
2412,-14.453125
2413,-14.4375
2414,-14.46875
2415,-14.5
2416,-14.265625
2417,-14.3125
2418,-14.359375
2419,-14.390625
2420,-14.234375
2421,-14.375
2422,-14.25
2423,-14.15625
2424,-14.078125
2425,-14.140625
2426,-14.125
2427,-14.34375
2428,-14.671875
2429,-14.484375
2430,-14.421875
2431,-14.46875
2432,-14.6875
2433,-14.703125
2434,-14.71875
2435,-14.46875
2436,-14.5
2437,-14.453125
2438,-14.359375
2439,-14.46875
2440,-14.53125
2441,-14.421875
2442,-14.390625
2443,-14.5
2444,-14.34375
2445,-14.484375
2446,-14.28125
2447,-14.265625
2448,-14.5
2449,-14.5625
2450,-14.453125
2451,-14.359375
2452,-14.53125
2453,-14.453125
2454,-14.578125
2455,-14.53125
2456,-14.59375
2457,-14.578125
2458,-14.5625
2459,-14.46875
2460,-14.1875
2461,-14.140625
2462,-14.34375
2463,-14.34375
2464,-14.4375
2465,-14.234375
2466,-14.359375
2467,-14.65625
2468,-14.734375
2469,-14.703125
2470,-14.6875
2471,-14.484375
2472,-14.359375
2473,-14.75
2474,-14.6875
2475,-14.625
2476,-14.640625
2477,-14.578125
2478,-14.6875
2479,-14.78125
2480,-14.828125
2481,-14.640625
2482,-14.625
2483,-14.65625
2484,-14.59375
2485,-14.640625
2486,-14.59375
2487,-14.578125
2488,-14.5625
2489,-14.703125
2490,-14.796875
2491,-14.75
2492,-14.765625
2493,-14.734375
2494,-14.828125
2495,-14.65625
2496,-14.640625
2497,-14.71875
2498,-14.640625
2499,-14.375
2500,-14.421875
2501,-14.53125
2502,-14.390625
2503,-14.328125
2504,-14.53125
2505,-14.359375
2506,-14.3125
2507,-14.46875
2508,-14.34375
2509,-14.34375
2510,-14.34375
2511,-14.40625
2512,-14.09375
2513,-14.21875
2514,-14.46875
2515,-14.4375
2516,-14.421875
2517,-14.28125
2518,-14.296875
2519,-14.328125
2520,-14.453125
2521,-14.1875
2522,-13.921875
2523,-13.90625
2524,-14.09375
2525,-14.25
2526,-14.0
2527,-14.171875
2528,-14.15625
2529,-14.21875
2530,-14.21875
2531,-14.375
2532,-14.0
2533,-14.234375
2534,-14.671875
2535,-14.484375
2536,-14.359375
2537,-14.1875
2538,-14.21875
2539,-14.21875
2540,-14.265625
2541,-14.34375
2542,-14.453125
2543,-13.984375
2544,-14.203125
2545,-14.265625
2546,-14.21875
2547,-14.171875
2548,-14.109375
2549,-14.203125
2550,-14.328125
2551,-14.453125
2552,-14.234375
2553,-14.25
2554,-14.390625
2555,-14.40625
2556,-14.234375
2557,-14.25
2558,-14.21875
2559,-14.140625
2560,-14.140625
2561,-14.15625
2562,-14.21875
2563,-13.828125
2564,-14.171875
2565,-14.0625
2566,-13.8125
2567,-14.234375
2568,-14.234375
2569,-14.484375
2570,-14.546875
2571,-14.265625
2572,-14.25
2573,-14.203125
2574,-14.171875
2575,-14.46875
2576,-14.328125
2577,-14.328125
2578,-14.125
2579,-14.03125
2580,-14.234375
2581,-14.390625
2582,-14.015625
2583,-13.78125
2584,-14.125
2585,-14.21875
2586,-14.09375
2587,-14.15625
2588,-14.09375
2589,-14.09375
2590,-14.21875
2591,-14.1875
2592,-14.078125
2593,-14.015625
2594,-14.125
2595,-14.265625
2596,-14.09375
2597,-14.015625
2598,-14.140625
2599,-14.09375
2600,-13.859375
2601,-13.828125
2602,-13.65625
2603,-13.78125
2604,-13.828125
2605,-13.890625
2606,-13.9375
2607,-13.703125
2608,-13.890625
2609,-14.0625
2610,-13.953125
2611,-14.078125
2612,-13.78125
2613,-13.65625
2614,-14.15625
2615,-14.09375
2616,-13.8125
2617,-13.703125
2618,-13.9375
2619,-14.0625
2620,-13.8125
2621,-13.96875
2622,-13.78125
2623,-13.953125
2624,-13.953125
2625,-13.875
2626,-13.890625
2627,-13.96875
2628,-14.0
2629,-13.859375
2630,-13.65625
2631,-13.625
2632,-13.875
2633,-13.9375
2634,-14.21875
2635,-14.203125
2636,-14.171875
2637,-14.125
2638,-13.84375
2639,-14.15625
2640,-14.046875
2641,-13.921875
2642,-13.921875
2643,-14.03125
2644,-14.21875
2645,-14.125
2646,-14.015625
2647,-13.953125
2648,-14.15625
2649,-14.171875
2650,-14.125
2651,-14.03125
2652,-14.28125
2653,-14.171875
2654,-14.21875
2655,-14.140625
2656,-14.171875
2657,-14.234375
2658,-14.109375
2659,-14.203125
2660,-14.265625
2661,-14.40625
2662,-14.625
2663,-14.390625
2664,-14.515625
2665,-14.453125
2666,-14.28125
2667,-14.21875
2668,-14.265625
2669,-14.34375
2670,-14.40625
2671,-14.203125
2672,-14.234375
2673,-14.1875
2674,-14.3125
2675,-14.28125
2676,-14.078125
2677,-14.234375
2678,-14.078125
2679,-14.578125
2680,-14.375
2681,-14.296875
2682,-14.375
2683,-14.15625
2684,-14.21875
2685,-14.296875
2686,-14.28125
2687,-14.140625
2688,-14.265625
2689,-14.1875
2690,-14.203125
2691,-14.03125
2692,-14.140625
2693,-13.96875
2694,-13.890625
2695,-14.15625
2696,-13.890625
2697,-13.78125
2698,-13.796875
2699,-14.125
2700,-14.109375
2701,-14.015625
2702,-14.140625
2703,-14.328125
2704,-14.296875
2705,-14.0
2706,-14.109375
2707,-14.046875
2708,-14.171875
2709,-14.1875
2710,-14.34375
2711,-13.9375
2712,-14.09375
2713,-14.015625
2714,-13.953125
2715,-14.15625
2716,-14.09375
2717,-14.125
2718,-14.015625
2719,-14.234375
2720,-14.296875
2721,-14.21875
2722,-14.1875
2723,-14.328125
2724,-14.28125
2725,-14.390625
2726,-14.453125
2727,-14.328125
2728,-14.46875
2729,-14.546875
2730,-14.484375
2731,-14.03125
2732,-14.265625
2733,-14.265625
2734,-14.171875
2735,-14.34375
2736,-14.21875
2737,-14.5625
2738,-14.5
2739,-14.46875
2740,-14.390625
2741,-14.328125
2742,-14.15625
2743,-14.25
2744,-14.1875
2745,-14.28125
2746,-14.21875
2747,-14.25
2748,-14.3125
2749,-14.25
2750,-14.359375
2751,-14.25
2752,-14.1875
2753,-14.234375
2754,-14.140625
2755,-14.125
2756,-14.109375
2757,-14.171875
2758,-13.9375
2759,-13.953125
2760,-14.078125
2761,-14.078125
2762,-14.109375
2763,-14.25
2764,-13.953125
2765,-14.140625
2766,-14.171875
2767,-13.96875
2768,-14.078125
2769,-13.9375
2770,-14.0
2771,-14.21875
2772,-14.3125
2773,-14.25
2774,-14.125
2775,-14.0625
2776,-13.984375
2777,-14.15625
2778,-14.140625
2779,-14.171875
2780,-14.109375
2781,-14.109375
2782,-14.15625
2783,-14.078125
2784,-14.125
2785,-14.296875
2786,-14.109375
2787,-14.125
2788,-14.1875
2789,-14.140625
2790,-14.1875
2791,-14.234375
2792,-14.140625
2793,-14.046875
2794,-14.078125
2795,-14.15625
2796,-14.328125
2797,-14.15625
2798,-14.171875
2799,-14.234375
2800,-14.265625
2801,-14.1875
2802,-14.0625
2803,-14.0625
2804,-14.1875
2805,-14.125
2806,-14.265625
2807,-14.40625
2808,-14.484375
2809,-14.34375
2810,-14.453125
2811,-14.484375
2812,-14.578125
2813,-14.609375
2814,-14.546875
2815,-14.46875
2816,-14.375
2817,-14.15625
2818,-14.71875
2819,-14.4375
2820,-14.375
2821,-14.546875
2822,-14.78125
2823,-14.453125
2824,-14.484375
2825,-14.46875
2826,-14.40625
2827,-14.53125
2828,-14.328125
2829,-14.546875
2830,-14.40625
2831,-14.328125
2832,-14.390625
2833,-14.421875
2834,-14.390625
2835,-14.375
2836,-14.265625
2837,-14.25
2838,-14.375
2839,-14.34375
2840,-14.125
2841,-14.46875
2842,-14.171875
2843,-14.265625
2844,-14.09375
2845,-14.046875
2846,-13.90625
2847,-14.203125
2848,-14.21875
2849,-14.34375
2850,-14.0625
2851,-14.1875
2852,-14.171875
2853,-14.046875
2854,-13.96875
2855,-14.140625
2856,-14.078125
2857,-14.265625
2858,-14.453125
2859,-14.15625
2860,-14.234375
2861,-14.109375
2862,-14.078125
2863,-14.28125
2864,-13.96875
2865,-13.953125
2866,-14.234375
2867,-14.078125
2868,-14.0625
2869,-13.984375
2870,-14.046875
2871,-13.96875
2872,-14.3125
2873,-13.984375
2874,-14.140625
2875,-13.96875
2876,-14.09375
2877,-13.8125
2878,-14.140625
2879,-14.109375
2880,-14.109375
2881,-13.9375
2882,-14.09375
2883,-14.03125
2884,-14.03125
2885,-13.8125
2886,-13.921875
2887,-13.984375
2888,-14.015625
2889,-14.09375
2890,-14.0
2891,-14.03125
2892,-14.1875
2893,-14.046875
2894,-14.125
2895,-14.046875
2896,-14.46875
2897,-14.328125
2898,-14.375
2899,-14.34375
2900,-14.171875
2901,-14.453125
2902,-14.375
2903,-14.40625
2904,-14.34375
2905,-14.3125
2906,-14.375
2907,-14.40625
2908,-14.3125
2909,-14.546875
2910,-14.359375
2911,-14.1875
2912,-14.265625
2913,-14.515625
2914,-14.34375
2915,-14.5625
2916,-14.6875
2917,-14.984375
2918,-14.609375
2919,-14.609375
2920,-14.546875
2921,-14.34375
2922,-14.296875
2923,-14.484375
2924,-14.390625
2925,-14.671875
2926,-14.84375
2927,-14.578125
2928,-14.21875
2929,-14.625
2930,-14.421875
2931,-14.359375
2932,-14.609375
2933,-14.625
2934,-14.46875
2935,-14.5625
2936,-14.625
2937,-14.421875
2938,-14.453125
2939,-14.453125
2940,-14.40625
2941,-14.375
2942,-14.546875
2943,-14.53125
2944,-14.5
2945,-14.453125
2946,-14.34375
2947,-14.5625
2948,-14.171875
2949,-14.34375
2950,-14.296875
2951,-14.296875
2952,-14.25
2953,-14.40625
2954,-14.453125
2955,-14.40625
2956,-14.25
2957,-14.09375
2958,-14.140625
2959,-14.421875
2960,-14.390625
2961,-14.28125
2962,-14.234375
2963,-14.4375
2964,-14.171875
2965,-14.203125
2966,-14.28125
2967,-14.03125
2968,-13.9375
2969,-14.3125
2970,-14.21875
2971,-14.0625
2972,-14.40625
2973,-14.265625
2974,-14.234375
2975,-14.328125
2976,-14.390625
2977,-14.265625
2978,-14.234375
2979,-13.9375
2980,-14.265625
2981,-14.046875
2982,-14.21875
2983,-14.296875
2984,-14.3125
2985,-14.3125
2986,-14.296875
2987,-14.109375
2988,-14.421875
2989,-14.421875
2990,-14.375
2991,-14.28125
2992,-14.390625
2993,-14.5
2994,-14.609375
2995,-14.28125
2996,-14.328125
2997,-14.234375
2998,-14.1875
2999,-14.390625
3000,-14.484375
3001,-14.296875
3002,-14.28125
3003,-14.3125
3004,-14.21875
3005,-14.234375
3006,-14.234375
3007,-14.265625
3008,-14.171875
3009,-14.296875
3010,-14.375
3011,-14.34375
3012,-14.328125
3013,-14.25
3014,-14.1875
3015,-14.34375
3016,-14.40625
3017,-14.359375
3018,-14.21875
3019,-14.3125
3020,-14.09375
3021,-13.9375
3022,-14.140625
3023,-13.8125
3024,-13.9375
3025,-13.765625
3026,-13.640625
3027,-13.890625
3028,-14.140625
3029,-14.09375
3030,-14.265625
3031,-14.046875
3032,-13.921875
3033,-14.0625
3034,-14.15625
3035,-14.125
3036,-13.9375
3037,-14.125
3038,-13.90625
3039,-14.078125
3040,-13.953125
3041,-14.0625
3042,-13.796875
3043,-13.90625
3044,-13.859375
3045,-13.921875
3046,-14.015625
3047,-13.90625
3048,-13.84375
3049,-13.75
3050,-13.703125
3051,-13.796875
3052,-14.0625
3053,-13.859375
3054,-13.71875
3055,-13.890625
3056,-13.75
3057,-13.828125
3058,-13.796875
3059,-13.703125
3060,-13.5625
3061,-13.671875
3062,-13.328125
3063,-13.40625
3064,-13.21875
3065,-13.109375
3066,-12.75
3067,-12.53125
3068,-12.515625
3069,-12.0625
3070,-12.015625
3071,-11.5
3072,-11.453125
3073,-10.96875
3074,-11.03125
3075,-10.71875
3076,-10.453125
3077,-9.828125
3078,-9.78125
3079,-9.34375
3080,-9.109375
3081,-8.8125
3082,-8.609375
3083,-8.296875
3084,-7.75
3085,-7.71875
3086,-7.140625
3087,-6.90625
3088,-6.796875
3089,-6.25
3090,-5.921875
3091,-5.84375
3092,-5.4375
3093,-4.765625
3094,-4.75
3095,-4.46875
3096,-4.1875
3097,-4.0625
3098,-3.875
3099,-3.96875
3100,-3.671875
3101,-3.703125
3102,-3.421875
3103,-3.34375
3104,-3.15625
3105,-2.953125
3106,-2.90625
3107,-2.765625
3108,-2.609375
3109,-2.90625
3110,-2.71875
3111,-2.59375
3112,-2.375
3113,-2.296875
3114,-2.34375
3115,-2.21875
3116,-2.109375
3117,-2.109375
3118,-2.3125
3119,-2.25
3120,-2.140625
3121,-2.03125
3122,-2.234375
3123,-1.953125
3124,-1.96875
3125,-2.0625
3126,-1.96875
3127,-1.796875
3128,-1.859375
3129,-1.65625
3130,-1.71875
3131,-1.609375
3132,-1.5
3133,-1.546875
3134,-1.640625
3135,-1.609375
3136,-1.40625
3137,-1.78125
3138,-1.53125
3139,-1.6875
3140,-1.40625
3141,-1.359375
3142,-1.21875
3143,-1.453125
3144,-1.484375
3145,-1.453125
3146,-1.375
3147,-1.5
3148,-1.390625
3149,-1.390625
3150,-1.28125
3151,-1.25
3152,-1.28125
3153,-1.375
3154,-1.109375
3155,-1.234375
3156,-1.15625
3157,-1.21875
3158,-1.0625
3159,-1.15625
3160,-1.03125
3161,-1.140625
3162,-1.203125
3163,-1.078125
3164,-1.1875
3165,-1.140625
3166,-1.03125
3167,-1.078125
3168,-1.0625
3169,-0.828125
3170,-0.9375
3171,-0.78125
3172,-1.046875
3173,-1.0
3174,-1.046875
3175,-0.703125
3176,-1.0
3177,-0.984375
3178,-0.921875
3179,-0.703125
3180,-0.9375
3181,-0.765625
3182,-0.875
3183,-0.828125
3184,-0.734375
3185,-0.671875
3186,-0.71875
3187,-0.671875
3188,-0.765625
3189,-0.8125
3190,-0.9375
3191,-0.75
3192,-0.921875
3193,-0.8125
3194,-0.703125
3195,-0.875
3196,-0.859375
3197,-0.65625
3198,-0.75
3199,-0.65625
3200,-0.765625
3201,-0.78125
3202,-0.828125
3203,-0.734375
3204,-0.609375
3205,-0.78125
3206,-0.65625
3207,-0.9375
3208,-0.65625
3209,-0.765625
3210,-0.796875
3211,-0.859375
3212,-0.609375
3213,-0.765625
3214,-0.578125
3215,-0.796875
3216,-0.515625
3217,-0.71875
3218,-0.859375
3219,-0.703125
3220,-0.65625
3221,-0.578125
3222,-0.640625
3223,-0.96875
3224,-0.859375
3225,-0.5
3226,-0.78125
3227,-0.625
3228,-0.640625
3229,-0.75
3230,-0.59375
3231,-0.90625
3232,-0.921875
3233,-0.84375
3234,-0.78125
3235,-0.8125
3236,-0.921875
3237,-0.609375
3238,-0.734375
3239,-0.578125
3240,-0.5625
3241,-0.75
3242,-0.703125
3243,-0.578125
3244,-0.765625
3245,-0.71875
3246,-0.640625
3247,-0.5625
3248,-0.78125
3249,-0.6875
3250,-0.625
3251,-0.65625
3252,-0.671875
3253,-0.671875
3254,-0.4375
3255,-0.3125
3256,-0.421875
3257,-0.71875
3258,-0.578125
3259,-0.53125
3260,-0.4375
3261,-0.5625
3262,-0.703125
3263,-0.375
3264,-0.34375
3265,-0.484375
3266,-0.546875
3267,-0.515625
3268,-0.484375
3269,-0.65625
